game,2010,7,20101024,201010240atl,cin,"Cincinnati Bengals",32,atl,"Atlanta Falcons",39
player,201010240atl,atl,koenemic01,def_int,0,,,,,
player,201010240atl,atl,koenemic01,def_int_yds,0,,,,,
player,201010240atl,atl,koenemic01,def_int_td,0,,,,,
player,201010240atl,atl,koenemic01,def_int_long,0,,,,,
player,201010240atl,atl,koenemic01,pass_defended,0,,,,,
player,201010240atl,atl,koenemic01,sacks,0.0,,,,,
player,201010240atl,atl,koenemic01,tackles_combined,1,,,,,
player,201010240atl,atl,koenemic01,tackles_solo,1,,,,,
player,201010240atl,atl,koenemic01,tackles_assists,0,,,,,
player,201010240atl,atl,koenemic01,tackles_loss,0,,,,,
player,201010240atl,atl,koenemic01,qb_hits,0,,,,,
player,201010240atl,atl,koenemic01,fumbles_rec,0,,,,,
player,201010240atl,atl,koenemic01,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,koenemic01,fumbles_rec_td,0,,,,,
player,201010240atl,atl,koenemic01,fumbles_forced,0,,,,,
player,201010240atl,atl,PeteCo00,def_int,0,,,,,
player,201010240atl,atl,PeteCo00,def_int_yds,0,,,,,
player,201010240atl,atl,PeteCo00,def_int_td,0,,,,,
player,201010240atl,atl,PeteCo00,def_int_long,0,,,,,
player,201010240atl,atl,PeteCo00,pass_defended,0,,,,,
player,201010240atl,atl,PeteCo00,sacks,0.0,,,,,
player,201010240atl,atl,PeteCo00,tackles_combined,1,,,,,
player,201010240atl,atl,PeteCo00,tackles_solo,1,,,,,
player,201010240atl,atl,PeteCo00,tackles_assists,0,,,,,
player,201010240atl,atl,PeteCo00,tackles_loss,0,,,,,
player,201010240atl,atl,PeteCo00,qb_hits,0,,,,,
player,201010240atl,atl,PeteCo00,fumbles_rec,0,,,,,
player,201010240atl,atl,PeteCo00,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,PeteCo00,fumbles_rec_td,0,,,,,
player,201010240atl,atl,PeteCo00,fumbles_forced,0,,,,,
player,201010240atl,atl,WeemEr00,def_int,0,,,,,
player,201010240atl,atl,WeemEr00,def_int_yds,0,,,,,
player,201010240atl,atl,WeemEr00,def_int_td,0,,,,,
player,201010240atl,atl,WeemEr00,def_int_long,0,,,,,
player,201010240atl,atl,WeemEr00,pass_defended,0,,,,,
player,201010240atl,atl,WeemEr00,sacks,0.0,,,,,
player,201010240atl,atl,WeemEr00,tackles_combined,1,,,,,
player,201010240atl,atl,WeemEr00,tackles_solo,1,,,,,
player,201010240atl,atl,WeemEr00,tackles_assists,0,,,,,
player,201010240atl,atl,WeemEr00,tackles_loss,0,,,,,
player,201010240atl,atl,WeemEr00,qb_hits,0,,,,,
player,201010240atl,atl,WeemEr00,fumbles_rec,0,,,,,
player,201010240atl,atl,WeemEr00,fumbles_rec_yds,0,,,,,
player,201010240atl,atl,WeemEr00,fumbles_rec_td,0,,,,,
player,201010240atl,atl,WeemEr00,fumbles_forced,0,,,,,
player,201010240atl,cin,JonePa20,kick_ret,2,,,,,
player,201010240atl,cin,JonePa20,kick_ret_yds,46,,,,,
player,201010240atl,cin,JonePa20,kick_ret_yds_per_ret,23.0,,,,,
player,201010240atl,cin,JonePa20,kick_ret_td,0,,,,,
player,201010240atl,cin,JonePa20,kick_ret_long,29,,,,,
player,201010240atl,cin,JonePa20,punt_ret,2,,,,,
player,201010240atl,cin,JonePa20,punt_ret_yds,10,,,,,
player,201010240atl,cin,JonePa20,punt_ret_yds_per_ret,5.0,,,,,
player,201010240atl,cin,JonePa20,punt_ret_td,0,,,,,
player,201010240atl,cin,JonePa20,punt_ret_long,5,,,,,
player,201010240atl,cin,ScotBe00,kick_ret,5,,,,,
player,201010240atl,cin,ScotBe00,kick_ret_yds,110,,,,,
player,201010240atl,cin,ScotBe00,kick_ret_yds_per_ret,22.0,,,,,
player,201010240atl,cin,ScotBe00,kick_ret_td,0,,,,,
player,201010240atl,cin,ScotBe00,kick_ret_long,25,,,,,
player,201010240atl,cin,ScotBe00,punt_ret,0,,,,,
player,201010240atl,cin,ScotBe00,punt_ret_yds,0,,,,,
player,201010240atl,cin,ScotBe00,punt_ret_yds_per_ret,,,,,,
player,201010240atl,cin,ScotBe00,punt_ret_td,0,,,,,
player,201010240atl,cin,ScotBe00,punt_ret_long,0,,,,,
player,201010240atl,atl,WeemEr00,kick_ret,6,,,,,
player,201010240atl,atl,WeemEr00,kick_ret_yds,168,,,,,
player,201010240atl,atl,WeemEr00,kick_ret_yds_per_ret,28.0,,,,,
player,201010240atl,atl,WeemEr00,kick_ret_td,0,,,,,
player,201010240atl,atl,WeemEr00,kick_ret_long,55,,,,,
player,201010240atl,atl,WeemEr00,punt_ret,0,,,,,
player,201010240atl,atl,WeemEr00,punt_ret_yds,0,,,,,
player,201010240atl,atl,WeemEr00,punt_ret_yds_per_ret,,,,,,
player,201010240atl,atl,WeemEr00,punt_ret_td,0,,,,,
player,201010240atl,atl,WeemEr00,punt_ret_long,0,,,,,
player,201010240atl,cin,nugenmik01,xpm,2,,,,,
player,201010240atl,cin,nugenmik01,xpa,2,,,,,
player,201010240atl,cin,nugenmik01,fgm,2,,,,,
player,201010240atl,cin,nugenmik01,fga,3,,,,,
player,201010240atl,cin,nugenmik01,punt,0,,,,,
player,201010240atl,cin,nugenmik01,punt_yds,0,,,,,
player,201010240atl,cin,nugenmik01,punt_yds_per_punt,,,,,,
player,201010240atl,cin,nugenmik01,punt_long,0,,,,,
player,201010240atl,cin,HubeKe20,xpm,,,,,,
player,201010240atl,cin,HubeKe20,xpa,,,,,,
player,201010240atl,cin,HubeKe20,fgm,,,,,,
player,201010240atl,cin,HubeKe20,fga,,,,,,
player,201010240atl,cin,HubeKe20,punt,3,,,,,
player,201010240atl,cin,HubeKe20,punt_yds,125,,,,,
player,201010240atl,cin,HubeKe20,punt_yds_per_punt,41.7,,,,,
player,201010240atl,cin,HubeKe20,punt_long,47,,,,,
player,201010240atl,atl,bryanmat01,xpm,4,,,,,
player,201010240atl,atl,bryanmat01,xpa,4,,,,,
player,201010240atl,atl,bryanmat01,fgm,1,,,,,
player,201010240atl,atl,bryanmat01,fga,1,,,,,
player,201010240atl,atl,bryanmat01,punt,0,,,,,
player,201010240atl,atl,bryanmat01,punt_yds,0,,,,,
player,201010240atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201010240atl,atl,bryanmat01,punt_long,0,,,,,
player,201010240atl,atl,koenemic01,xpm,,,,,,
player,201010240atl,atl,koenemic01,xpa,,,,,,
player,201010240atl,atl,koenemic01,fgm,,,,,,
player,201010240atl,atl,koenemic01,fga,,,,,,
player,201010240atl,atl,koenemic01,punt,3,,,,,
player,201010240atl,atl,koenemic01,punt_yds,135,,,,,
player,201010240atl,atl,koenemic01,punt_yds_per_punt,45.0,,,,,
player,201010240atl,atl,koenemic01,punt_long,52,,,,,
